"Timestamp","Año de nacimiento","Género","¿Cuántos hermanos tienes?","Orden de nacimiento","Durante la mayor parte de tu infancia, ¿cuál era la situación de tu familia?","¿A qué edad tuvo tu MADRE su primer hijo/a?","¿A qué edad tuvo tu PADRE su primer hijo/a?","¿Cuál es el nivel de estudios máximo obtenido por tu madre?","¿Cuál es el nivel de estudios máximo obtenido por tu padre?","¿Qué tipo de educación recibió tu madre?","¿Qué tipo de educación recibió tu padre?","¿Cuál era la profesion principal de tu madre?","¿Cuál era la profesion principal de tu padre?","¿Cuántas personas trabajaban en tu hogar a tiempo completo?","¿Cuántas personas trabajaban en tu hogar a tiempo parcial?","¿En qué categoría clasificarías la situación económica de tu familia durante tu infancia?","¿Cuál era la situación de tu familia en cuanto a vivienda?","Indica el código postal (o códigos postales) de tu casa durante tu infancia.","¿A qué edad empezaste a trabajar?","¿Has terminado de estudiar?","Si has terminado de estudiar, ¿cuál es tu grado máximo de estudios?","Si no has terminado de estudiar, ¿qué tipo de estudios estás cursando ahora mismo?","¿Has cursado otras modalidades de bachillerato?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio público?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado laico?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado laico?","Durante tu educación primaria y secundaria, ¿recibiste alguna de las siguientes?","¿Practicabas algún deporte de manera extraescolar?","¿Has hecho selectividad?","Si hiciste la selectividad en 2009 o antes, ¿cuál fue tu nota?","Si hiciste la selectividade en 2010 o en adelante, ¿cuál fue tu nota?","Si accediste a la universidad, ¿a qué titulación?","¿Accediste a la universidad el primer año que solicitaste?","Si no accediste a la primera, ¿cuántas veces solicitaste la entrada?","¿Fue tu primera opción?","Si no fue tu primera opción, ¿cuál fue?"
"2019/02/05 4:10:36 PM GMT+1","1984","Hombre","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","30","33","Grado universitario, licenciatura o ingeniería superior","Ciclo formativo de grado superior (FP)","Concertada religiosa","Concertada religiosa","Profesora","Empresario","3","1","El dinero no era un factor limitante (casas de veraneo, varios coches, etc.).","Propiedad","08600","19","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","10","2","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.);Logopedia o Psicopedagogía","Si","No","","","Magisterio","Sí","","Sí",""
"2019/02/05 4:13:34 PM GMT+1","1989","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","19","30","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Concertada religiosa","Ama de casa","Sastre","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08042","18","No","Ciclo formativo de grado superior (FP)","Grado universitario","No","0","2","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","Educacion primaria","No","3","Sí",""
"2019/02/05 4:14:53 PM GMT+1","1975","Mujer","3","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","25","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Textil","Textil","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08700","18","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","12","0","0","0","0","Clases de refuerzo","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:14:54 PM GMT+1","1998","Mujer","4","3","Padres divorciados o separados viviendo por separado sin pareja.","19","30","Grado universitario, licenciatura o ingeniería superior","Educación Primaria o Educación General Básica (EGB)","No lo sé","Pública","química ","ebanista","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08530","17","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","Si","12","0","0","0","0","Clases de refuerzo;Logopedia o Psicopedagogía","Si","No","","","","No","","No","No accedí a la universidad"
"2019/02/05 4:17:08 PM GMT+1","1977","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","25","Ciclo formativo de grado medio (FP)","Ciclo formativo de grado medio (FP)","Concertada religiosa","Pública","Administrativa","Electricista","3","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08185","23","Sí","Ciclo formativo de grado superior (FP)","","No","12","0","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:17:26 PM GMT+1","1957","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","27","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Carpintero","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08530","14","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","0","0","0","6","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:17:39 PM GMT+1","1983","Mujer","3","4","Padres conviviendo como pareja, casados o pareja de hecho.","22","26","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Costurera","Camionero","1","1","Nos podíamos permitir todavía más lujos (múltiples vacaciones anuales, varios coches).","Propiedad","08788","17","Sí","Ciclo formativo de grado superior (FP)","","No","2","0","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:17:58 PM GMT+1","1970","Hombre","3","4","Padres conviviendo como pareja, casados o pareja de hecho.","22","24","Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","No lo sé","Pescatera","Mecánico tornero","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08905","16","Sí","Ciclo formativo de grado medio (FP)","","No","10","0","10","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:18:03 PM GMT+1","1992","Mujer","5","6","Padres conviviendo como pareja, casados o pareja de hecho.","24","25","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Modista","Carpintero","3","0","Teníamos dificultades para cubrir nuestras necesidades básicas (vivienda, alimentación, etc.).","Propiedad","08921","16","No","Educación Primaria o Educación General Básica (EGB)","Grado universitario","Si","1","0","0","0","0","Ninguna","No","Sí","6,5 - 7","","Graduado social","No","2","Sí",""
"2019/02/05 4:18:10 PM GMT+1","1062","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","27","No terminó la Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado medio (FP)","Concertada religiosa","Pública","Costurera","Mecánico","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","Bélgica y L.Hospitalet","20","Sí","Bachillerato o Curso de Orientación Universitaria (COU)","","No","3","0","0","0","4","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:19:10 PM GMT+1","1986","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","28","28","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Concertada religiosa","Textil","Diseño","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08700","18","Sí","Bachillerato o Curso de Orientación Universitaria (COU)","","No","12","0","0","0","0","Ninguna","Si","Sí","6 - 6,5","","Historia","Sí","","Sí",""
"2019/02/05 4:19:37 PM GMT+1","1995","Mujer","3","1","Padres conviviendo como pareja, casados o pareja de hecho.","26","30","Bachillerato o Curso de Orientación Universitaria (COU)","Bachillerato o Curso de Orientación Universitaria (COU)","Concertada laica","Pública","Administrativa","Administrativo","1","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08430","No","No","","Grado universitario","Si","12","0","0","0","0","Ninguna","Si","Sí","","11,5 - 12","Medicina","Sí","","Sí",""
"2019/02/05 4:20:39 PM GMT+1","1971","Mujer","2","2","Otras situaciones (huérfano/a, bajo tutela de un familiar, servicios sociales, etc).","30","29","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama casa","Dependiente","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08026","13","Sí","Ciclo formativo de grado superior (FP)","","No","5","0","5","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","Magisterio","Sí","","Sí",""
"2019/02/05 4:20:39 PM GMT+1","1956","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","27","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Carpintero","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08530","14","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","0","0","0","8","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:22:20 PM GMT+1","1994","Mujer","hermanos 0, hermanas 1","2","Padres conviviendo como pareja, casados o pareja de hecho.","29","30","Ciclo formativo de grado superior (FP)","Ciclo formativo de grado superior (FP)","Pública","Pública","Cocinera","Contable","3","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08390","16","No","Grado universitario,  licenciatura o ingeniería técnica","Máster Universitario","No","12","0","0","0","0","Ninguna","Si","Sí","","11 - 11,5","Publicidad y Relaciones Públucas","Sí","","Sí",""
"2019/02/05 4:22:31 PM GMT+1","1964","Mujer","3","1","Padres conviviendo como pareja, casados o pareja de hecho.","21","21","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","asistenta del hogar","Peón de obra","2","0","Teníamos dificultades para cubrir nuestras necesidades básicas (vivienda, alimentación, etc.).","Otras situaciones","no lo se","14","No","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Bachillerato","No","10","0","0","0","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:23:44 PM GMT+1","1993","Mujer","1","Primera","Padres conviviendo como pareja, casados o pareja de hecho.","25","27","Ciclo formativo de grado superior (FP)","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Pública","Ama de cada","Herrero","4","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","No recuerdo, era barcelona","22","Sí","Ciclo formativo de grado superior (FP)","","No","6","6","0","0","0","Ninguna","Si","Sí","","12,5 - 13","Química","Sí","","Sí",""
"2019/02/05 4:26:47 PM GMT+1","1978","Mujer","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","21","23","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Dependienta","Operario","2","2","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08191","16","No","","","No","0","10","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:28:02 PM GMT+1","1989","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","19","21","Ciclo formativo de grado medio (FP)","Educación Primaria o Educación General Básica (EGB)","Concertada laica","Pública","aux. clinica","peon metal","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08240","18","Sí","Ciclo formativo de grado superior (FP)","","No","12","0","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:28:56 PM GMT+1","1958","Mujer","2","1","Padres conviviendo como pareja, casados o pareja de hecho.","25","28","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Dependienta ","Transportista","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08012","14","Sí","Diplomatura o ingeniería técnica","","No","0","0","6","0","0","Ninguna","No","No","6,5 - 7","","Magisterio","Sí","","Sí",""
"2019/02/05 4:29:08 PM GMT+1","1962","Hombre","Tenia 1","2","Padres conviviendo como pareja, casados o pareja de hecho.","28","28","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","sus labores","industria de la confeccion","ninguno","ninguno","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08870","13","Sí","Ciclo formativo de grado superior (FP)","","No","8","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:29:19 PM GMT+1","1982","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","21","23","Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado medio (FP)","Pública","Pública","Operaria de fabrica","Electricista","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08410","18","No","Ciclo formativo de grado medio (FP)","","No","11","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:29:54 PM GMT+1","1965","Mujer","3","Segunda de 4","Padres divorciados o separados viviendo por separado sin pareja.","18","26","No terminó la Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado superior (FP)","Pública","Pública","Modista","Mecánico Tornero","1","2","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","083","16","Sí","Ciclo formativo de grado superior (FP)","","No","5","8","5","5","3","Ninguna","Si","No","","","Educación Social","Sí","","No","Segunda"
"2019/02/05 4:30:15 PM GMT+1","1992","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","30","28","Ciclo formativo de grado superior (FP)","Ciclo formativo de grado medio (FP)","No lo sé","Concertada religiosa","Profesora de guarderia","Mecanico","4","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Alquiler","0950, 08906","16","Sí","Ciclo formativo de grado medio (FP)","","No","10","2","0","0","1","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","","No","0","No","No accedí a la universidad"
"2019/02/05 4:30:47 PM GMT+1","1983","Hombre","1","1 de 2","Padres conviviendo como pareja, casados o pareja de hecho.","23","24","Bachillerato o Curso de Orientación Universitaria (COU)","Educación Primaria o Educación General Básica (EGB)","Privada religiosa","Pública","Responsable correduría aseguradora","Chófer","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08400","16","Sí","Ciclo formativo de grado superior (FP)","","No","4","0","0","8","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:31:10 PM GMT+1","1978","Mujer","1","2","Padre o madre viudo/a, sin pareja.","33","33","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Ama de casa","Imprenta","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08640","18","Sí","Educación Primaria o Educación General Básica (EGB)","","No","0","0","0","0","8","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:32:36 PM GMT+1","1994","Mujer","0","1","Padres divorciados y uno de los dos con otra pareja.","29","33","Ciclo formativo de grado medio (FP)","Ciclo formativo de grado superior (FP)","Pública","Pública","Peon","Analista de laboratorio ","0","0","Teníamos dificultades para cubrir nuestras necesidades básicas (vivienda, alimentación, etc.).","Propiedad","08784","18","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","9","0","0","0","0","Clases de refuerzo","No","No","","","","No","","No","No accedí a la universidad"
"2019/02/05 4:32:36 PM GMT+1","1986","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","25","Bachillerato o Curso de Orientación Universitaria (COU)","Diplomatura o ingeniería técnica","Pública","Pública","Ama de casa ","Director de producción ","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08520","24","Sí","Máster Universitario","","No","12","0","0","0","0","Clases de refuerzo","Si","Sí","5,5 - 6","","ADE","Sí","","Sí",""
